cve_ent,pob_tot,analf,sbasc,ovsde,ovsee,ovsae,ovpt,vhac,pl.5000,po2sm,im,gm,imn,year
31,2320898,5.99633539632745,31.5458746200836,5.86871249577875,0.687992068457181,1.0630163983257,1.41112175758287,26.1731128692627,23.3170522789024,69.6809779513069,17.51221269787,Alto,0.644259102603984,2020
32,1622138,3.75858723073938,32.3124467004214,2.31641578046637,0.459837607457,1.83396852355283,1.24650187867233,16.248254776001,44.4237789879776,71.9216311652808,19.4972318332297,Medio,0.717286233376222,2020
01,1312544,2.60135330015205,29.721797152457,0.681147229693863,0.304154851342315,0.813920146906753,0.752951839769041,21.8622318405905,25.162585025721,34.604084130078,17.883963741272,Bajo,0.807436670757367,2015
02,3315766,1.96160102947101,30.0778409571577,0.26893414434618,0.472493316247665,2.81770524236432,1.14890434104734,23.0322228836172,10.349162154386,22.845515774548,18.4641382892735,Muy bajo,0.833630763536442,2015
03,712029,2.50545082678913,29.4391266440469,0.386484526000296,1.13624022397585,7.14691836144442,4.08364982398305,26.230969820148,15.6188863094059,22.365039369088,17.3205948867913,Bajo,0.782001332213233,2015
04,899931,6.68154732186611,35.7437914707475,4.08561946513364,1.58928746185532,6.48931402715335,2.94920887380072,37.9317830854493,30.8754782311088,40.6939396500718,13.6845553788345,Alto,0.617839087337307,2015
05,2954915,1.98787015607382,28.0554748504077,0.620634180862887,0.29076688156414,1.66570295749127,0.657853409452458,23.6179263141485,12.1486404854285,27.9440149349759,18.4009442352074,Muy bajo,0.83077763783316,2015
06,711235,3.90134899637053,33.7948714514301,0.390444319767532,0.38360956320052,0.957735687485211,2.4468922774725,25.6528807799905,14.4749625651156,31.1779342646652,17.4324510774094,Bajo,0.787051487283045,2015
07,5217908,14.9840972447816,53.4005654537931,2.94114202131575,2.48550375529993,13.4457848619921,11.7753967527186,44.460574046607,57.856520275942,62.4633918652968,8.44980122607863,Muy alto,0.381497047816157,2015
08,3556574,2.66724160407537,33.3086597739798,1.38152305617208,1.80571841411914,2.38877213429939,1.75880869013813,22.159111664878,17.0499193887151,34.7698629578269,16.8217094724845,Bajo,0.759477333403746,2015
09,8918653,1.48673819071364,20.9893253447175,0.039078540962123,0.0440978568059696,1.09985993432987,0.474265972424894,19.1867939848522,0.666905641468504,28.2618607765951,19.3981446243513,Muy bajo,0.875799880884913,2015
10,1754754,3.17413199132073,34.460744777585,3.6973424881329,2.62899716971123,3.25777437041803,4.32791102247169,24.5837597115414,36.1884913782787,39.1608547925608,14.9422356315564,Medio,0.674621642414373,2015
11,5853677,6.38822011736245,41.7690543669152,3.36328864728882,0.676699829341614,4.134265880683,2.00233879068303,25.3617891512194,34.6713868906672,37.4075386650175,15.1076642591183,Medio,0.682090520243637,2015
12,3533251,13.7290228588981,48.3168312147146,13.2168154997557,2.3977122183773,15.6419896721792,14.8601748496675,42.1141185814319,49.6807614290635,53.2918950518008,6.92834417383611,Muy alto,0.312805328534263,2015
13,2858359,8.26314254390603,36.3389701692535,3.11141112267419,1.11524905862764,5.82784988224973,3.19370370578516,28.1651414991982,58.7141083397852,46.2155932633172,13.558748763081,Alto,0.612159089521786,2015
14,7844830,3.54770474189122,36.0552870397427,0.871726784471499,0.338153339229131,1.8354328377803,1.58678931905334,22.1244171986821,17.4983524180894,29.3981277039679,17.5845618605123,Bajo,0.793919082524888,2015
15,16187608,3.36599480775591,30.0810563228787,1.71047201809961,0.380599681948195,4.02911276988739,1.91857183841604,28.5259240570203,19.1079373802479,35.2768769875248,16.9152814588972,Bajo,0.763701981489498,2015
16,4584471,8.35267900757854,48.9148950452504,2.37411783931053,0.80747713032732,4.2551058167887,5.89515784284905,28.0497260893771,40.5787276220092,44.8802890945895,13.8615939251412,Alto,0.625832137227903,2015
17,1903811,4.99254774336242,32.662157064775,1.05585589224214,0.439248130984993,5.81455327893013,3.87926988128451,27.0432791188439,24.6541279570293,42.0758084126048,16.0907780822188,Medio,0.726476773972606,2015
18,1181050,5.06722497816365,34.3522126612834,4.71736504464182,2.53899494761114,4.36155477606905,3.91756022790795,27.6302436997311,39.144659413234,37.9625968949204,14.0303926391148,Alto,0.633453169880994,2015
19,5119504,1.64296130072884,24.446504911541,0.161359897763072,0.121928206090935,1.36357526908055,0.801975737671179,23.0940482317794,6.69660576493348,16.1476499020361,19.2261232040888,Muy bajo,0.868033347420348,2015
20,3967889,13.6546777433055,51.5338562848325,2.4321343134859,2.87447462527698,13.0536496115228,13.4369392908904,38.3326608510792,61.5084746574312,49.456091234949,9.30642055743373,Muy alto,0.42017224706293,2015
21,6168883,8.38667031015293,43.9127731047864,1.59713207925292,0.878059090595011,6.93796091775292,5.68843624519429,35.269064577306,38.4971963319778,52.1636900020327,13.4400521712335,Alto,0.606800099627928,2015
22,2038372,4.57161651044236,31.7764187048744,2.95730663184144,0.670498601695643,3.23089615699663,1.52326183774329,24.2096035769861,39.0743200946638,25.9233549905725,16.3114936387848,Bajo,0.736441781549019,2015
23,1501562,3.89758373632097,28.5714215614317,2.19195130418937,1.11466879327451,2.69679796089583,2.41440161878453,36.3095805907978,14.36304328426,28.3207635439357,16.2311018668968,Medio,0.732812202246096,2015
24,2717820,6.33302557636925,37.5082120610844,2.35229722575386,2.2866463931373,10.6767011463767,5.55532392742751,25.2144212951864,40.0838539711975,43.639170645021,13.7855139051702,Alto,0.62239722766729,2015
25,2966321,4.18250104016353,34.4799717777944,2.59352787663963,0.519913889894752,2.99349120676517,2.84925549745875,30.3715501839985,32.8534234831632,32.7047842638123,16.0652592115959,Medio,0.725324631626799,2015
26,2850330,2.19441098353886,27.4263189589007,1.04682093149668,1.05036082258913,2.51703571479168,2.60712596691787,26.6337087561486,17.3884427417176,29.9264313930378,17.4070103082885,Bajo,0.785902871113964,2015
27,2395272,5.40175783583605,33.5578890944895,1.86836478696785,0.434187341010136,10.102466609067,3.69427569632558,32.5030318256398,53.6482704260727,36.9571917470462,14.9555131088142,Medio,0.67522110247749,2015
28,3441698,3.03485925293348,32.272016759751,0.36969687186749,0.733854088530326,2.51082490909992,1.51719387890947,28.6942426436492,13.9193212187705,37.3857104981216,17.190712275749,Bajo,0.776137308746932,2015
29,1272847,3.9805214194455,32.5448296235866,1.40062731648015,0.474084581910713,1.13626709710305,2.00266128104105,31.9975492172006,36.3957333442276,51.4658846926044,15.9201616701715,Medio,0.718773674720504,2015
30,8112505,9.51237300984314,45.384072252598,1.57754371553066,1.62146267159732,13.3912909129658,6.83908124880719,32.033619382218,46.2013767634041,49.6774489869824,12.4082411320987,Alto,0.560215232741454,2015
31,2097175,7.46654777149315,39.1906398766501,10.1056838339162,1.08221698378918,1.64192050517399,1.67399019409144,36.4221971229629,26.2744406165437,47.6043202227064,12.6091885429939,Alto,0.569287735392313,2015
32,1579209,4.42083221632118,39.3912619896321,4.19645702703823,0.624625332527283,3.12836110739635,1.24845205021229,24.9936652881696,48.1853890143737,45.3963408921027,15.2194374444135,Medio,0.687136927735865,2015
01,1184996,3.27404024717639,35.7994206663721,1.09556725263482,0.623478905219649,0.985425736241041,1.76181331718592,30.3306597277489,25.162616582672,33.6488048522,12.0759997234693,Muy bajo,0.735557693791984,2010
02,3155070,2.60078272705611,35.0768039346376,0.446445336979527,0.945178905718314,3.56162142352294,3.39853735327131,29.0583918570748,10.3491523167473,21.8697028642,12.6059710930765,Muy bajo,0.767838625170814,2010
03,637026,3.23446448031068,34.4850852891884,0.950945371532709,2.84464884347326,7.08650845900387,5.81408144374607,31.7380627871803,15.6188287448236,23.299859025,11.3500407793002,Bajo,0.691339020473956,2010
04,822441,8.3706430249278,42.4746820827028,6.4448974921472,2.59080046172437,9.73781756163924,4.50069872848668,45.9672031726026,30.8755278494141,45.5107574015,8.04268329486362,Alto,0.489885534261147,2010
05,2748391,2.64505016111272,32.7820228865298,1.09663084810835,0.537077211375151,1.39084972555703,1.4237011855339,30.2689077279603,12.148635328816,30.0427041461,12.6060483962519,Muy bajo,0.767843333761961,2010
06,650555,5.1579425309723,39.2246442965741,0.71429803015507,0.589419296584503,1.17060294133802,4.69147665095043,31.3205162920841,14.4750251708156,32.0440191716,11.6189877978138,Bajo,0.707720773804546,2010
07,4796580,17.9063062676492,60.1276776392954,5.16886155959277,3.81943507888485,22.3726788966944,15.6558450164563,53.8984835976862,57.8565144332003,69.849037164,3.13075672768734,Muy alto,0.190696609073775,2010
08,3406465,3.69638878967835,40.5376343390422,2.65741401188033,3.78368803407858,4.95183792064149,3.54852780340961,28.3946308013149,17.0499329950549,35.9264485887,10.5306489984421,Bajo,0.641429286916349,2010
09,8851080,2.10654790980725,25.3598016830822,0.0888805862494731,0.0799040917363896,1.78675934562015,1.08411140667452,26.0751774859078,0.66690166623734,28.5060618152,13.5911670782595,Muy bajo,0.827847610214588,2010
10,1632934,3.8424019027344,41.9167798753106,5.90561421960586,4.18906645757061,5.72864334223056,7.01499090509941,32.5965778796965,36.1884803672408,40.611944125,9.15397290772606,Medio,0.557574971449809,2010
11,5486372,8.22631353934275,49.9654974159273,6.44549604344156,1.49343104473394,5.36550341519158,4.25190980622067,36.26980489747,34.6713821082493,39.2197696377,8.80337189058354,Medio,0.536219615246109,2010
12,3388768,16.8200643546849,54.0990576884761,19.8442777580699,4.37780342579266,29.7931507393921,19.6138807443748,50.1849710116328,49.6807689402166,54.9389898219999,1.51399033634928,Muy alto,0.0922182233959586,2010
13,2665018,10.2994349975847,43.3728833575183,6.10046303814335,2.50410643078832,9.10255382659931,7.22344559487064,37.676856185975,58.714125007786,49.2880070159999,7.35369992263853,Alto,0.447919069211467,2010
14,7350682,4.3887451697049,41.3651268311172,1.54701527795285,0.782713529786201,3.85509476843577,3.19084967320261,30.0974914068288,17.4983491327743,27.1522497156,11.6766508461833,Bajo,0.711233070910123,2010
15,15175862,4.41024942242081,34.8910068772829,3.26871316600518,0.785412883455612,5.66682104242505,3.94433584849965,37.926285310988,19.1037121976992,35.3449761834,11.0400678514985,Bajo,0.672458349959476,2010
16,4351037,10.2509720986851,53.9969074967662,3.89841052613375,1.70178505554249,8.06283219993442,10.9752842027734,36.1723196947148,40.578717211552,43.6901853341999,7.97061355542032,Alto,0.48549571540134,2010
17,1777227,6.46360934900539,37.3832855585315,2.03376979214834,0.809955245060582,8.24722515818223,7.80430980924549,34.1702930810408,24.6541381601787,38.2310615537,10.427944599566,Bajo,0.635173489259052,2010
18,1084979,6.35086325552178,40.7285187849072,5.47512094795148,3.75691785728313,7.47364628708586,4.38009879500037,33.7232536841228,39.1446286057149,38.0390259869,8.84156425329503,Medio,0.538545939101676,2010
19,4653458,2.2375898723411,28.8089890568617,0.399752538346955,0.302587202144167,2.20960299148699,1.97313324244324,29.8154409801055,6.69661142316101,17.1358738658,13.2891806978134,Muy bajo,0.809453405954564,2010
20,3801962,16.3801121106272,58.0417472217623,4.06258752426764,4.93236362397464,23.657419454746,19.3336851795813,46.5311502481935,61.5084790431887,57.772812867,3.58470300080275,Muy alto,0.218346797994309,2010
21,5779829,10.4353918942226,49.3073266976882,3.15187962319201,1.66796263122519,12.4035616971242,9.85640132560206,44.5852350917011,38.4971942941564,52.44903674,7.66600702579266,Alto,0.466941915999419,2010
22,1827937,6.34723362350871,38.7610431183085,6.3477847142486,1.99556356854762,4.928791676834,3.83396050484531,33.0974346857941,39.0743225833275,29.9606590802999,9.63712370499393,Medio,0.587004028615274,2010
23,1325578,4.86000922737778,33.8408371959949,3.07315873524825,1.97053677539907,6.17786331931672,3.94728005110495,43.1354644024174,14.3630174912377,29.2365248483,10.5539080312925,Bajo,0.642846011076259,2010
24,2585518,7.96131196971156,44.4510982349219,3.99858716586806,3.90750220348605,14.1710103774092,9.09732761853526,34.4343002206593,40.0838439337881,46.701959828,7.96016391195398,Alto,0.484859220218742,2010
25,2767761,5.00635851386605,39.8497710427515,3.45892584940958,1.11329121919481,4.70900081094983,6.38167377329193,38.3346162335935,32.8534147276444,31.6791904229,10.3894903614891,Bajo,0.632831214389551,2010
26,2662480,3.05747837964769,33.0779367555824,1.68677181713992,1.56682871233816,3.07770536890051,5.4074775818292,34.7674208222152,17.38844986629,30.6606705135,11.5819264572899,Bajo,0.705463341311265,2010
27,2238603,7.09962701447371,39.9480449003903,3.04197227442052,1.19486278431934,18.5088797528543,6.57997936392107,43.1532207674684,53.6482797530424,42.0500825776,8.93779955815184,Medio,0.544407699661696,2010
28,3268554,3.6746808527869,36.5243895369372,0.633098157899116,1.56179259399467,2.90507284962256,3.3457011771959,35.1917268272611,13.9193355838698,33.9651312035,11.5662559730078,Bajo,0.704508841017862,2010
29,1169936,5.22404164364149,39.1089553323986,2.77523984537605,0.999371621604149,1.47332730872441,3.73069349949826,42.963519179025,36.3957515624786,52.98539139,10.0357627119714,Medio,0.611285412794008,2010
30,7643194,11.5043803993473,50.9394653184666,2.65880194986343,2.91981637429,19.5128009651491,12.4015597512561,39.9569769616938,46.2013786383022,50.6380103506,6.84325548804198,Alto,0.416827537270547,2010
31,1955577,9.30402652527107,45.4665112663715,12.6361783331244,1.74257912284775,2.17523665372643,2.84760956330523,42.9266828125938,26.274444831372,53.281815539,7.43054002187802,Alto,0.452599454064201,2010
32,1490668,5.57917391955009,49.0517186948025,6.73457473168281,1.39100878860631,5.43072115740825,3.29404651921091,32.900277969878,48.185377293938,48.279733953,9.2502603840488,Medio,0.56343990981076,2010
